#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD40LG	TRAF1	9606.ENSP00000359663	9606.ENSP00000362994	0	0	0	0	0.065	0.316	0.900	0.511	0.964
CD40LG	TNFSF13B	9606.ENSP00000359663	9606.ENSP00000365048	0	0	0	0	0.095	0	0.900	0.742	0.974
CD40LG	TNF	9606.ENSP00000359663	9606.ENSP00000398698	0	0	0	0	0.076	0	0.900	0.800	0.979
CHUK	TNFRSF1A	9606.ENSP00000359424	9606.ENSP00000162749	0	0	0	0	0.061	0.429	0.900	0.528	0.971
CHUK	TAB1	9606.ENSP00000359424	9606.ENSP00000216160	0	0	0	0	0.076	0.161	0.900	0.478	0.954
CHUK	NFKBIA	9606.ENSP00000359424	9606.ENSP00000216797	0	0	0	0	0.049	0.917	0.900	0.825	0.998
CHUK	RELB	9606.ENSP00000359424	9606.ENSP00000221452	0	0	0	0	0.055	0.115	0.900	0.676	0.969
CHUK	NFKB1	9606.ENSP00000359424	9606.ENSP00000226574	0	0	0	0	0.060	0.472	0.900	0.746	0.985
CHUK	TRAF2	9606.ENSP00000359424	9606.ENSP00000247668	0	0	0	0	0.061	0.702	0.900	0.401	0.981
CHUK	TICAM1	9606.ENSP00000359424	9606.ENSP00000248244	0	0	0	0	0	0.050	0.900	0.266	0.924
CHUK	RIPK1	9606.ENSP00000359424	9606.ENSP00000259808	0	0	0	0.554	0.087	0.313	0.900	0.420	0.943
CHUK	TRAF5	9606.ENSP00000359424	9606.ENSP00000261464	0	0	0	0	0.059	0.102	0.540	0.386	0.729
CHUK	PRKCQ	9606.ENSP00000359424	9606.ENSP00000263125	0	0	0	0.561	0.062	0.864	0.900	0.267	0.987
CHUK	IL1B	9606.ENSP00000359424	9606.ENSP00000263341	0	0	0	0	0	0.059	0	0.400	0.411
CHUK	LY96	9606.ENSP00000359424	9606.ENSP00000284818	0	0	0	0	0	0	0.900	0.195	0.916
CHUK	TNFRSF13C	9606.ENSP00000359424	9606.ENSP00000291232	0	0	0	0	0	0	0	0.421	0.420
CHUK	PRKCB	9606.ENSP00000359424	9606.ENSP00000305355	0	0	0	0.565	0	0.717	0.900	0.254	0.973
CHUK	CXCL8	9606.ENSP00000359424	9606.ENSP00000306512	0	0	0	0	0	0	0	0.409	0.408
CHUK	MALT1	9606.ENSP00000359424	9606.ENSP00000319279	0.046	0	0	0	0.060	0.080	0.900	0.350	0.936
CHUK	TRIM25	9606.ENSP00000359424	9606.ENSP00000323889	0	0	0	0	0.049	0.064	0.900	0.249	0.924
CHUK	TRADD	9606.ENSP00000359424	9606.ENSP00000341268	0	0	0	0	0.061	0.324	0.900	0.473	0.962
CHUK	UBE2I	9606.ENSP00000359424	9606.ENSP00000348056	0	0	0	0	0	0.470	0	0.205	0.561
CHUK	TAB2	9606.ENSP00000359424	9606.ENSP00000356426	0	0	0	0	0.062	0.406	0.900	0.633	0.976
CHUK	PTGS2	9606.ENSP00000359424	9606.ENSP00000356438	0	0	0	0	0.062	0.058	0	0.400	0.423
CHUK	MAP3K7	9606.ENSP00000359424	9606.ENSP00000358335	0	0	0	0.581	0.086	0.513	0.900	0.606	0.963
CHUK	NFKB2	9606.ENSP00000359424	9606.ENSP00000358983	0	0	0	0	0.051	0.472	0.900	0.893	0.993
CHUK	IRAK1	9606.ENSP00000359424	9606.ENSP00000358997	0	0	0	0.549	0.062	0.379	0.900	0.524	0.951
CHUK	TNFSF13B	9606.ENSP00000359424	9606.ENSP00000365048	0	0	0	0	0	0	0	0.443	0.443
CHUK	TRAF1	9606.ENSP00000359424	9606.ENSP00000362994	0	0	0	0	0.059	0.418	0	0.413	0.651
CHUK	TRAF3	9606.ENSP00000359424	9606.ENSP00000454207	0	0	0	0	0.059	0.102	0.540	0.538	0.796
CHUK	IRAK4	9606.ENSP00000359424	9606.ENSP00000390651	0	0	0	0.582	0.080	0	0.900	0.427	0.920
CHUK	IL1R1	9606.ENSP00000359424	9606.ENSP00000386380	0	0	0	0	0	0.050	0.900	0.348	0.932
CHUK	TICAM2	9606.ENSP00000359424	9606.ENSP00000415139	0	0	0	0	0	0.124	0.900	0.299	0.933
CHUK	DDX58	9606.ENSP00000359424	9606.ENSP00000369213	0	0	0	0	0.049	0.062	0.900	0.347	0.933
CHUK	TIRAP	9606.ENSP00000359424	9606.ENSP00000376445	0	0	0	0	0	0.050	0.900	0.359	0.933
CHUK	TAB3	9606.ENSP00000359424	9606.ENSP00000368215	0	0	0	0	0.064	0.083	0.900	0.430	0.944
CHUK	CYLD	9606.ENSP00000359424	9606.ENSP00000392025	0	0	0	0	0.063	0.123	0.900	0.401	0.944
CHUK	TLR4	9606.ENSP00000359424	9606.ENSP00000363089	0	0	0	0	0	0.123	0.900	0.471	0.949
CHUK	MYD88	9606.ENSP00000359424	9606.ENSP00000401399	0	0	0	0	0.060	0.131	0.900	0.498	0.953
CHUK	ERC1	9606.ENSP00000359424	9606.ENSP00000468263	0	0	0	0	0	0.313	0.900	0.385	0.954
CHUK	TNFAIP3	9606.ENSP00000359424	9606.ENSP00000481570	0	0	0	0	0	0.406	0.900	0.395	0.960
CHUK	TNF	9606.ENSP00000359424	9606.ENSP00000398698	0	0	0	0	0.061	0.374	0.900	0.592	0.972
CHUK	MAP3K14	9606.ENSP00000359424	9606.ENSP00000482657	0	0	0	0.550	0.064	0.850	0.900	0.472	0.987
CHUK	IKBKB	9606.ENSP00000359424	9606.ENSP00000430684	0	0	0	0.942	0	0.910	0.900	0.953	0.991
CHUK	RELA	9606.ENSP00000359424	9606.ENSP00000384273	0	0	0	0	0.067	0.871	0.900	0.705	0.995
CHUK	IKBKG	9606.ENSP00000359424	9606.ENSP00000483825	0	0	0	0	0.072	0.946	0.900	0.803	0.998
CSNK2A1	NFKBIA	9606.ENSP00000217244	9606.ENSP00000216797	0	0	0	0	0.055	0.472	0.800	0.268	0.917
CSNK2A1	CXCL1	9606.ENSP00000217244	9606.ENSP00000379110	0	0	0	0	0	0	0	0.421	0.421
CSNK2A1	RELA	9606.ENSP00000217244	9606.ENSP00000384273	0	0	0	0	0.052	0.305	0	0.511	0.650
CSNK2A1	CSNK2A2	9606.ENSP00000217244	9606.ENSP00000262506	0	0	0.442	0.981	0.062	0.840	0.900	0.499	0.983
CSNK2A1	CSNK2B	9606.ENSP00000217244	9606.ENSP00000365042	0	0	0	0	0.386	0.994	0.900	0.825	0.999
CSNK2A2	NFKBIA	9606.ENSP00000262506	9606.ENSP00000216797	0	0	0	0	0.055	0.186	0.800	0.212	0.862
CSNK2A2	RELA	9606.ENSP00000262506	9606.ENSP00000384273	0	0	0	0	0.092	0.305	0	0.289	0.513
CSNK2A2	CSNK2B	9606.ENSP00000262506	9606.ENSP00000365042	0	0	0	0	0.158	0.876	0.900	0.797	0.997
CSNK2B	NFKBIA	9606.ENSP00000365042	9606.ENSP00000216797	0	0	0	0	0	0.579	0.800	0.122	0.919
CSNK2B	UBE2I	9606.ENSP00000365042	9606.ENSP00000348056	0	0	0	0	0.092	0.358	0	0.093	0.425
CSNK2B	IKBKB	9606.ENSP00000365042	9606.ENSP00000430684	0	0	0	0	0	0.586	0	0.108	0.616
CSNK2B	LYN	9606.ENSP00000365042	9606.ENSP00000428924	0	0	0	0	0	0.612	0	0.053	0.617
CXCL1	TNFRSF1A	9606.ENSP00000379110	9606.ENSP00000162749	0	0	0	0	0.096	0	0	0.450	0.481
CXCL1	NFKBIA	9606.ENSP00000379110	9606.ENSP00000216797	0	0	0	0	0.134	0	0	0.445	0.499
CXCL1	RELB	9606.ENSP00000379110	9606.ENSP00000221452	0	0	0	0	0.140	0	0	0.366	0.432
CXCL1	NFKB1	9606.ENSP00000379110	9606.ENSP00000226574	0	0	0	0	0.092	0	0.900	0.373	0.938
CXCL1	IL1B	9606.ENSP00000379110	9606.ENSP00000263341	0	0	0	0	0.601	0	0	0.888	0.953
CXCL1	ICAM1	9606.ENSP00000379110	9606.ENSP00000264832	0	0	0	0	0.223	0	0	0.700	0.757
CXCL1	VCAM1	9606.ENSP00000379110	9606.ENSP00000294728	0	0	0	0	0.081	0	0	0.643	0.658
CXCL1	CXCL3	9606.ENSP00000379110	9606.ENSP00000296026	0	0	0	0.979	0.674	0	0.900	0.792	0.966
CXCL1	CXCL8	9606.ENSP00000379110	9606.ENSP00000306512	0	0	0	0.878	0.842	0	0.900	0.918	0.985
CXCL1	PTGS2	9606.ENSP00000379110	9606.ENSP00000356438	0	0	0	0	0.549	0	0	0.753	0.884
CXCL1	PLAU	9606.ENSP00000379110	9606.ENSP00000361850	0	0	0	0	0.153	0	0	0.352	0.428
CXCL1	TLR4	9606.ENSP00000379110	9606.ENSP00000363089	0	0	0	0	0.107	0	0	0.742	0.760
CXCL1	SYK	9606.ENSP00000379110	9606.ENSP00000364907	0	0	0	0	0.061	0	0	0.580	0.589
CXCL1	TNFAIP3	9606.ENSP00000379110	9606.ENSP00000481570	0	0	0	0	0.266	0	0	0.421	0.557
CXCL1	IL1R1	9606.ENSP00000379110	9606.ENSP00000386380	0	0	0	0	0.111	0	0	0.571	0.602
CXCL1	MYD88	9606.ENSP00000379110	9606.ENSP00000401399	0	0	0	0	0.087	0	0	0.640	0.657
CXCL1	TNF	9606.ENSP00000379110	9606.ENSP00000398698	0	0	0	0	0.132	0	0	0.793	0.813
CXCL1	RELA	9606.ENSP00000379110	9606.ENSP00000384273	0	0	0	0	0.050	0	0.800	0.441	0.884
CXCL1	CXCL12	9606.ENSP00000379110	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.708	0.969
CXCL1	CXCL2	9606.ENSP00000379110	9606.ENSP00000427279	0	0	0	0.979	0.809	0	0.900	0.934	0.980
CXCL12	TNFRSF1A	9606.ENSP00000379140	9606.ENSP00000162749	0	0	0	0	0.064	0	0	0.479	0.491
CXCL12	PLCG1	9606.ENSP00000379140	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.086	0.904
CXCL12	IL1B	9606.ENSP00000379140	9606.ENSP00000263341	0	0	0	0	0	0	0	0.536	0.536
CXCL12	ICAM1	9606.ENSP00000379140	9606.ENSP00000264832	0	0	0	0	0	0	0	0.793	0.793
CXCL12	ZAP70	9606.ENSP00000379140	9606.ENSP00000264972	0	0	0	0	0	0	0	0.416	0.416
CXCL12	VCAM1	9606.ENSP00000379140	9606.ENSP00000294728	0	0	0	0	0.142	0	0	0.722	0.751
CXCL12	CXCL3	9606.ENSP00000379140	9606.ENSP00000296026	0	0	0	0	0	0	0.900	0.548	0.952
CXCL12	CXCL8	9606.ENSP00000379140	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.733	0.972
CXCL12	LCK	9606.ENSP00000379140	9606.ENSP00000337825	0	0	0	0	0	0	0.900	0.475	0.945
CXCL12	PTGS2	9606.ENSP00000379140	9606.ENSP00000356438	0	0	0	0	0	0	0	0.479	0.479
CXCL12	PLAU	9606.ENSP00000379140	9606.ENSP00000361850	0	0	0	0	0	0	0	0.414	0.414
CXCL12	TLR4	9606.ENSP00000379140	9606.ENSP00000363089	0	0	0	0	0	0	0	0.724	0.724
CXCL12	SYK	9606.ENSP00000379140	9606.ENSP00000364907	0	0	0	0	0	0	0	0.418	0.418
CXCL12	TNFSF13B	9606.ENSP00000379140	9606.ENSP00000365048	0	0	0	0	0	0	0	0.571	0.571
CXCL12	IL1R1	9606.ENSP00000379140	9606.ENSP00000386380	0	0	0	0	0.071	0	0	0.385	0.404
CXCL12	TNFSF11	9606.ENSP00000379140	9606.ENSP00000381775	0	0	0	0	0	0	0	0.735	0.735
CXCL12	TNF	9606.ENSP00000379140	9606.ENSP00000398698	0	0	0	0	0	0	0	0.811	0.812
CXCL12	CXCL2	9606.ENSP00000379140	9606.ENSP00000427279	0	0	0	0	0	0.224	0.900	0.668	0.971
CXCL2	TNFRSF1A	9606.ENSP00000427279	9606.ENSP00000162749	0	0	0	0	0.080	0	0	0.388	0.413
CXCL2	NFKBIA	9606.ENSP00000427279	9606.ENSP00000216797	0	0	0	0	0.215	0	0	0.455	0.554
CXCL2	RELB	9606.ENSP00000427279	9606.ENSP00000221452	0	0	0	0	0.107	0	0	0.365	0.409
CXCL2	NFKB1	9606.ENSP00000427279	9606.ENSP00000226574	0	0	0	0	0.092	0	0.800	0.413	0.884
CXCL2	IL1B	9606.ENSP00000427279	9606.ENSP00000263341	0	0	0	0	0.592	0	0	0.781	0.906
CXCL2	ICAM1	9606.ENSP00000427279	9606.ENSP00000264832	0	0	0	0	0.169	0	0	0.620	0.671
CXCL2	VCAM1	9606.ENSP00000427279	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.588	0.596
CXCL2	CXCL3	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0	0.979	0.705	0	0.900	0.834	0.969
CXCL2	CXCL8	9606.ENSP00000427279	9606.ENSP00000306512	0	0	0	0.874	0.824	0	0.900	0.767	0.983
CXCL2	PTGS2	9606.ENSP00000427279	9606.ENSP00000356438	0	0	0	0	0.538	0	0	0.588	0.802
CXCL2	TLR4	9606.ENSP00000427279	9606.ENSP00000363089	0	0	0	0	0.096	0	0	0.723	0.739
CXCL2	SYK	9606.ENSP00000427279	9606.ENSP00000364907	0	0	0	0	0.061	0	0	0.577	0.586
CXCL2	RELA	9606.ENSP00000427279	9606.ENSP00000384273	0	0	0	0	0.050	0.342	0.800	0.398	0.914
CXCL2	IL1R1	9606.ENSP00000427279	9606.ENSP00000386380	0	0	0	0	0.101	0	0	0.529	0.558
CXCL2	TNF	9606.ENSP00000427279	9606.ENSP00000398698	0	0	0	0	0.137	0	0	0.735	0.762
CXCL2	MYD88	9606.ENSP00000427279	9606.ENSP00000401399	0	0	0	0	0.061	0	0	0.601	0.609
CXCL2	TNFAIP3	9606.ENSP00000427279	9606.ENSP00000481570	0	0	0	0	0.364	0	0	0.474	0.652
CXCL3	NFKBIA	9606.ENSP00000296026	9606.ENSP00000216797	0	0	0	0	0.119	0	0	0.366	0.418
CXCL3	NFKB1	9606.ENSP00000296026	9606.ENSP00000226574	0	0	0	0	0.089	0	0.800	0.293	0.859
CXCL3	IL1B	9606.ENSP00000296026	9606.ENSP00000263341	0	0	0	0	0.354	0	0	0.690	0.791
CXCL3	ICAM1	9606.ENSP00000296026	9606.ENSP00000264832	0	0	0	0	0.156	0	0	0.477	0.540
CXCL3	VCAM1	9606.ENSP00000296026	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.417	0.429
CXCL3	IL1R1	9606.ENSP00000296026	9606.ENSP00000386380	0	0	0	0	0.078	0	0	0.382	0.406
CXCL3	TLR4	9606.ENSP00000296026	9606.ENSP00000363089	0	0	0	0	0.084	0	0	0.512	0.534
CXCL3	TNFAIP3	9606.ENSP00000296026	9606.ENSP00000481570	0	0	0	0	0.202	0	0	0.445	0.538
CXCL3	TNF	9606.ENSP00000296026	9606.ENSP00000398698	0	0	0	0	0.138	0	0	0.568	0.612
CXCL3	PTGS2	9606.ENSP00000296026	9606.ENSP00000356438	0	0	0	0	0.260	0	0	0.504	0.617
CXCL3	RELA	9606.ENSP00000296026	9606.ENSP00000384273	0	0	0	0	0.050	0	0.800	0.269	0.848
CXCL3	CXCL8	9606.ENSP00000296026	9606.ENSP00000306512	0	0	0	0.865	0.626	0	0.900	0.708	0.964
CXCL8	TNFRSF1A	9606.ENSP00000306512	9606.ENSP00000162749	0	0	0	0	0.069	0	0	0.669	0.678
CXCL8	NFKBIA	9606.ENSP00000306512	9606.ENSP00000216797	0	0	0	0	0.272	0	0	0.670	0.749
CXCL8	LBP	9606.ENSP00000306512	9606.ENSP00000217407	0	0	0	0	0.064	0	0	0.527	0.538
CXCL8	RELB	9606.ENSP00000306512	9606.ENSP00000221452	0	0	0	0	0.156	0	0	0.593	0.642
CXCL8	NFKB1	9606.ENSP00000306512	9606.ENSP00000226574	0	0	0	0	0.118	0	0.900	0.570	0.958
CXCL8	TICAM1	9606.ENSP00000306512	9606.ENSP00000248244	0	0	0	0	0.100	0	0	0.399	0.435
CXCL8	IL1B	9606.ENSP00000306512	9606.ENSP00000263341	0	0	0	0	0.676	0	0	0.977	0.992
CXCL8	ICAM1	9606.ENSP00000306512	9606.ENSP00000264832	0	0	0	0	0.214	0	0	0.912	0.928
CXCL8	LY96	9606.ENSP00000306512	9606.ENSP00000284818	0	0	0	0	0.140	0	0	0.597	0.639
CXCL8	VCAM1	9606.ENSP00000306512	9606.ENSP00000294728	0	0	0	0	0.061	0	0	0.793	0.798
CXCL8	TRADD	9606.ENSP00000306512	9606.ENSP00000341268	0	0	0	0	0.075	0	0	0.414	0.434
CXCL8	TRAF1	9606.ENSP00000306512	9606.ENSP00000362994	0	0	0	0	0.095	0	0	0.403	0.436
CXCL8	TIRAP	9606.ENSP00000306512	9606.ENSP00000376445	0	0	0	0	0	0	0	0.473	0.473
CXCL8	IRAK4	9606.ENSP00000306512	9606.ENSP00000390651	0	0	0	0	0	0	0	0.475	0.475
CXCL8	SYK	9606.ENSP00000306512	9606.ENSP00000364907	0	0	0	0	0	0	0	0.479	0.479
CXCL8	IKBKG	9606.ENSP00000306512	9606.ENSP00000483825	0	0	0	0	0	0	0	0.491	0.491
CXCL8	TNFSF13B	9606.ENSP00000306512	9606.ENSP00000365048	0	0	0	0	0	0	0	0.527	0.527
CXCL8	CYLD	9606.ENSP00000306512	9606.ENSP00000392025	0	0	0	0	0	0	0	0.576	0.576
CXCL8	PLAU	9606.ENSP00000306512	9606.ENSP00000361850	0	0	0	0	0.143	0	0	0.540	0.589
CXCL8	NFKB2	9606.ENSP00000306512	9606.ENSP00000358983	0	0	0	0	0.107	0	0	0.577	0.606
CXCL8	DDX58	9606.ENSP00000306512	9606.ENSP00000369213	0	0	0	0	0.084	0	0	0.589	0.608
CXCL8	LTA	9606.ENSP00000306512	9606.ENSP00000403495	0	0	0	0	0.058	0	0	0.605	0.612
CXCL8	IL1R1	9606.ENSP00000306512	9606.ENSP00000386380	0	0	0	0	0.088	0	0	0.674	0.690
CXCL8	IKBKB	9606.ENSP00000306512	9606.ENSP00000430684	0	0	0	0	0	0	0	0.724	0.724
CXCL8	TNFAIP3	9606.ENSP00000306512	9606.ENSP00000481570	0	0	0	0	0.537	0	0	0.496	0.757
CXCL8	IRAK1	9606.ENSP00000306512	9606.ENSP00000358997	0	0	0	0	0	0	0	0.769	0.769
CXCL8	TNFSF11	9606.ENSP00000306512	9606.ENSP00000381775	0	0	0	0	0.061	0	0	0.765	0.769
CXCL8	MYD88	9606.ENSP00000306512	9606.ENSP00000401399	0	0	0	0	0.076	0	0	0.821	0.827
CXCL8	TLR4	9606.ENSP00000306512	9606.ENSP00000363089	0	0	0	0	0.116	0	0	0.924	0.930
CXCL8	LYN	9606.ENSP00000306512	9606.ENSP00000428924	0	0	0	0	0.076	0	0.900	0.375	0.937
CXCL8	PTGS2	9606.ENSP00000306512	9606.ENSP00000356438	0	0	0	0	0.753	0	0	0.839	0.958
CXCL8	TNF	9606.ENSP00000306512	9606.ENSP00000398698	0	0	0	0	0.156	0	0	0.970	0.973
CXCL8	RELA	9606.ENSP00000306512	9606.ENSP00000384273	0	0	0	0	0.065	0.342	0.900	0.817	0.987
CYLD	TNFRSF1A	9606.ENSP00000392025	9606.ENSP00000162749	0	0	0	0	0	0.361	0.900	0.581	0.970
CYLD	TAB1	9606.ENSP00000392025	9606.ENSP00000216160	0	0	0	0	0	0	0.900	0.455	0.943
CYLD	NFKBIA	9606.ENSP00000392025	9606.ENSP00000216797	0	0	0	0	0	0.063	0	0.398	0.411
CYLD	RELB	9606.ENSP00000392025	9606.ENSP00000221452	0	0	0	0	0	0	0	0.531	0.531
CYLD	NFKB1	9606.ENSP00000392025	9606.ENSP00000226574	0	0	0	0	0.088	0.063	0	0.416	0.458
CYLD	TRAF2	9606.ENSP00000392025	9606.ENSP00000247668	0	0	0	0	0	0.461	0.900	0.533	0.972
CYLD	EDAR	9606.ENSP00000392025	9606.ENSP00000258443	0	0	0	0	0	0	0	0.626	0.626
CYLD	RIPK1	9606.ENSP00000392025	9606.ENSP00000259808	0	0	0	0	0	0.472	0.900	0.812	0.989
CYLD	TRAF5	9606.ENSP00000392025	9606.ENSP00000261464	0	0	0	0	0	0.168	0	0.510	0.575
CYLD	MALT1	9606.ENSP00000392025	9606.ENSP00000319279	0	0	0	0	0	0	0	0.586	0.586
CYLD	TRIM25	9606.ENSP00000392025	9606.ENSP00000323889	0	0	0	0	0	0	0	0.490	0.490
CYLD	LCK	9606.ENSP00000392025	9606.ENSP00000337825	0	0	0	0	0	0.299	0	0.231	0.437
CYLD	TRADD	9606.ENSP00000392025	9606.ENSP00000341268	0	0	0	0	0	0	0.900	0.586	0.956
CYLD	TAB2	9606.ENSP00000392025	9606.ENSP00000356426	0	0	0	0	0.062	0	0.900	0.638	0.963
CYLD	MAP3K7	9606.ENSP00000392025	9606.ENSP00000358335	0	0	0	0	0.063	0.472	0.900	0.382	0.965
CYLD	NFKB2	9606.ENSP00000392025	9606.ENSP00000358983	0	0	0	0	0	0.063	0	0.527	0.538
CYLD	IRAK1	9606.ENSP00000392025	9606.ENSP00000358997	0	0	0	0	0	0.123	0	0.443	0.490
CYLD	TRAF1	9606.ENSP00000392025	9606.ENSP00000362994	0	0	0	0	0.070	0.168	0	0.433	0.523
CYLD	TLR4	9606.ENSP00000392025	9606.ENSP00000363089	0	0	0	0	0.065	0	0	0.440	0.454
CYLD	EDA	9606.ENSP00000392025	9606.ENSP00000363680	0	0	0	0	0	0.188	0	0.452	0.536
CYLD	TAB3	9606.ENSP00000392025	9606.ENSP00000368215	0	0	0	0	0.061	0	0.900	0.537	0.952
CYLD	DDX58	9606.ENSP00000392025	9606.ENSP00000369213	0	0	0	0	0	0.365	0.900	0.719	0.980
CYLD	EDA2R	9606.ENSP00000392025	9606.ENSP00000379365	0	0	0	0	0	0	0	0.641	0.641
CYLD	TNFSF11	9606.ENSP00000392025	9606.ENSP00000381775	0	0	0	0	0	0	0	0.569	0.569
CYLD	RELA	9606.ENSP00000392025	9606.ENSP00000384273	0	0	0	0	0	0	0	0.476	0.476
CYLD	TNFAIP3	9606.ENSP00000392025	9606.ENSP00000481570	0	0	0	0	0.066	0	0	0.600	0.611
CYLD	MYD88	9606.ENSP00000392025	9606.ENSP00000401399	0	0	0	0	0	0.379	0	0.437	0.635
CYLD	TRAF3	9606.ENSP00000392025	9606.ENSP00000454207	0	0	0	0	0	0.168	0	0.660	0.705
CYLD	IKBKB	9606.ENSP00000392025	9606.ENSP00000430684	0	0	0	0	0.063	0.123	0.900	0.416	0.945
CYLD	TNF	9606.ENSP00000392025	9606.ENSP00000398698	0	0	0	0	0.069	0.336	0.900	0.527	0.966
CYLD	IKBKG	9606.ENSP00000392025	9606.ENSP00000483825	0	0	0	0	0	0.454	0.900	0.939	0.996
DDX58	TNFRSF1A	9606.ENSP00000369213	9606.ENSP00000162749	0	0	0	0	0.062	0	0	0.440	0.452
DDX58	NFKBIA	9606.ENSP00000369213	9606.ENSP00000216797	0	0	0	0	0.082	0	0.900	0.316	0.931
DDX58	NFKB1	9606.ENSP00000369213	9606.ENSP00000226574	0	0	0	0	0.089	0	0.900	0.312	0.931
DDX58	PLCG1	9606.ENSP00000369213	9606.ENSP00000244007	0	0	0	0	0	0	0.900	0.042	0.900
DDX58	TRAF2	9606.ENSP00000369213	9606.ENSP00000247668	0	0	0	0	0	0	0.900	0.294	0.926
DDX58	TICAM1	9606.ENSP00000369213	9606.ENSP00000248244	0	0	0	0	0.061	0	0	0.669	0.675
DDX58	RIPK1	9606.ENSP00000369213	9606.ENSP00000259808	0	0	0	0	0.068	0.053	0.900	0.475	0.947
DDX58	TRAF5	9606.ENSP00000369213	9606.ENSP00000261464	0	0	0	0	0.061	0	0	0.447	0.458
DDX58	IL1B	9606.ENSP00000369213	9606.ENSP00000263341	0	0	0	0	0.089	0	0	0.674	0.690
DDX58	TRIM25	9606.ENSP00000369213	9606.ENSP00000323889	0	0	0	0	0.099	0.472	0.900	0.924	0.995
DDX58	TRADD	9606.ENSP00000369213	9606.ENSP00000341268	0	0	0	0	0.064	0	0	0.443	0.456
DDX58	TAB2	9606.ENSP00000369213	9606.ENSP00000356426	0	0	0	0	0	0	0	0.441	0.441
DDX58	NFKB2	9606.ENSP00000369213	9606.ENSP00000358983	0	0	0	0	0.061	0	0.900	0.322	0.930
DDX58	IRAK1	9606.ENSP00000369213	9606.ENSP00000358997	0	0	0	0	0	0.053	0	0.558	0.563
DDX58	TLR4	9606.ENSP00000369213	9606.ENSP00000363089	0	0	0	0	0.085	0	0	0.797	0.806
DDX58	IRAK4	9606.ENSP00000369213	9606.ENSP00000390651	0	0	0	0	0.062	0.053	0	0.476	0.493
DDX58	TIRAP	9606.ENSP00000369213	9606.ENSP00000376445	0	0	0	0	0	0	0	0.512	0.512
DDX58	IL1R1	9606.ENSP00000369213	9606.ENSP00000386380	0	0	0	0	0.062	0	0	0.525	0.535
DDX58	TNF	9606.ENSP00000369213	9606.ENSP00000398698	0	0	0	0	0.077	0	0	0.645	0.658
DDX58	MYD88	9606.ENSP00000369213	9606.ENSP00000401399	0	0	0	0	0.109	0	0	0.734	0.752
DDX58	IKBKB	9606.ENSP00000369213	9606.ENSP00000430684	0	0	0	0	0.049	0.062	0.900	0.318	0.931
DDX58	RELA	9606.ENSP00000369213	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.443	0.941
DDX58	IKBKG	9606.ENSP00000369213	9606.ENSP00000483825	0	0	0	0	0	0.305	0.900	0.570	0.967
DDX58	TRAF3	9606.ENSP00000369213	9606.ENSP00000454207	0	0	0	0	0	0.379	0.900	0.703	0.980
EDA	EDAR	9606.ENSP00000363680	9606.ENSP00000258443	0	0	0	0	0	0.379	0.900	0.852	0.990
EDA	IL1B	9606.ENSP00000363680	9606.ENSP00000263341	0	0	0	0	0	0	0	0.511	0.511
EDA	ICAM1	9606.ENSP00000363680	9606.ENSP00000264832	0	0	0	0	0	0	0	0.475	0.475
EDA	EDARADD	9606.ENSP00000363680	9606.ENSP00000335076	0	0	0	0	0	0	0.900	0.709	0.969
EDA	MAP3K7	9606.ENSP00000363680	9606.ENSP00000358335	0	0	0	0	0	0.261	0	0.279	0.444
EDA	IKBKG	9606.ENSP00000363680	9606.ENSP00000483825	0	0	0	0	0.156	0	0	0.389	0.462
EDA	TNF	9606.ENSP00000363680	9606.ENSP00000398698	0	0	0	0	0	0	0	0.530	0.530
EDA	EDA2R	9606.ENSP00000363680	9606.ENSP00000379365	0	0	0	0	0.262	0.379	0.800	0.650	0.963
EDA2R	TNFRSF1A	9606.ENSP00000379365	9606.ENSP00000162749	0	0	0	0	0	0	0	0.470	0.470
EDA2R	TRAF2	9606.ENSP00000379365	9606.ENSP00000247668	0	0	0	0	0	0.608	0	0.229	0.685
EDA2R	EDARADD	9606.ENSP00000379365	9606.ENSP00000335076	0	0	0	0	0	0	0	0.698	0.698
EDA2R	TRAF1	9606.ENSP00000379365	9606.ENSP00000362994	0	0	0	0	0	0.558	0	0.350	0.701
EDA2R	IKBKG	9606.ENSP00000379365	9606.ENSP00000483825	0	0	0	0	0.141	0	0	0.526	0.575
EDA2R	TRAF3	9606.ENSP00000379365	9606.ENSP00000454207	0	0	0	0	0	0.392	0	0.400	0.619
EDAR	TNFRSF1A	9606.ENSP00000258443	9606.ENSP00000162749	0	0	0	0	0	0	0	0.473	0.473
EDAR	TRAF2	9606.ENSP00000258443	9606.ENSP00000247668	0	0	0	0	0	0.348	0	0.222	0.471
EDAR	TRAF1	9606.ENSP00000258443	9606.ENSP00000362994	0	0	0	0	0	0.348	0	0.298	0.522
